"wikidata","label"
"Q127543437","Let Me Not (2004)"
"Q6532367","Let's Get Skase (George, 2001)"
"Q6537610","Lex and Rory (Murphy, 1994)"
"Q6544652","Life (Johnston, 1996)"
"Q15039826","The Life of Harry Dare (Vellis, 1995)"
"Q1511623","Lightning Jack (Wincer, 1994)"
"Q1984949","Like Minds (Read, 2006)"
"Q6547664","Lilian's Story (Domaradzki, 1996)"
"Q23013699","Lion (Davis, 2015)"
"Q115627291","A Lion Returns (2020)"
"Q987973","A Little Bit of Soul (Duncan, 1998)"
"Q19875286","The Little Death (Lawson, 2014)"
"Q1865670","Little Fish (Woods, 2005)"
"Q64174928","Little Monsters (Forsythe, 2019)"
"Q56604946","Locusts (2019)"
"Q109352492","Lone Wolf (Ogilvie, 2021)"
"Q127599762","The Long Line (1993)"
"Q104786128","Long Story Short (Lawson, 2021)"
"Q12125818","Look Both Ways (Watt, 2005)"
"Q834367","Looking for Alibrandi (Woods, 2000)"
"Q20751332","Looking for Grace (Brooks, 2015)"
"Q421583","Lore (Shortland, 2012)"
"Q127600813","Lost And Found (2006)"
"Q11786367","Lost Things (Murphy, 2003)"
"Q3260102","Lou (Chayko, 2010)"
"Q6691661","Love and Other Catastrophes (Croghan, 1996)"
"Q127599544","Love in Ambush (1997)"
"Q6691803","Love in Limbo (Elfick, 1993)"
"Q127599917","Love In The First Degree (2006)"
"Q127543726","Love Is Now (2014)"
"Q3491414","Love Serenade (Barrett, 1996)"
"Q127600175","Love You Like That (2021)"
"Q2296492","The Loved Ones (Byrne, 2009)"
"Q1306776","Love's Brother (Sardi, 2004)"
"Q132636565","Lovesick (Mousoulis, 2003)"
"Q56277621","LoveStuck (Fahey, 2017)"
"Q127600370","Low-Fat Elephants (2000)"
"Q6697866","Lucky Break (Lewin, 1994)"
"Q6697875","Lucky Country (Stenders, 2009)"
"Q6697962","Lucky Miles (Rowland, 2007)"
"Q6705261","Lust and Revenge (Cox, 1986)"
"Q6721611","Mabo (Perkins, 2012)"
"Q3841961","Macbeth (Wright, 2006)"
"Q6725911","Mad Bastards (Fletcher, 2011)"
"Q6725917","Mad Bomber in Love (Bogle, 1992)"
"Q1757288","Mad Max: Fury Road (Miller, 2015)"
"Q15650834","The Magic Pudding (Zwicky, 2000)"
"Q7749533","The Magician (Ryan, 2005)"
"Q6744098","Mallboy (Giarrusso, 2001)"
"Q839908","The Man Who Sued God (Joffe, 2001)"
"Q19875370","Manny Lewis (Mir, 2015)"
"Q4658033","A Man's Gotta Do (Kennedy, 2004)"
"Q622877","Mao's Last Dancer (Beresford, 2009)"
"Q32424","Map of the Human Heart (Ward, 1992)"
"Q127543586","The Marriage Of Figaro (2009)"
"Q6778749","Mary (Pavlou, 1994)"
"Q1128756","Mary and Max (Elliot, 2009)"
"Q3428577","Matching Jack (Tass, 2010)"
"Q18654947","Maya the Bee Movie (Stadermann, 2014)"
"Q127600408","Me & My Left Brain (2019)"
"Q3429348","Me Myself I (Karmel, 2000)"
"Q116055825","Measure for Measure (2020)"
"Q6815990","Men's Group (Joy, 2008)"
"Q12126147","Mental (Hogan, 2012)"
"Q6822696","Metal Skin (Wright, 1994)"
"Q132636566","Mirror (2015)"
"Q60737579","Miss Fisher and the Crypt of Tears (Tilse, 2020)"
"Q7751722","The Missing (1999)"
"Q12126301","Mr. Accident (Serious, 2000)"
"Q6929129","Mr. Reliable (Tass, 1996)"
"Q12126226","Modern Love (Frayne, 2006)"
"Q127600183","The Venus Factory (1998)"
"Q6900802","Monkey Puzzle (Forstmann, 2008)"
"Q1712162","The Monkey's Mask (Lang, 2000)"
"Q21869637","A Month of Sundays (Saville, 2015)"
"Q115516441","Moon Rock For Monday (2021)"
"Q6917340","Mother Fish (Do, 2009)"
"Q193573","Moulin Rouge! (Luhrmann, 2001)"
"Q6932119","Muggers (Murphy, 2000)"
"Q127600721","Muirhouse (2012)"
"Q18611453","The Mule (Sampson/Mahony, 2014)"
"Q6934200","Mullet (Caesar, 2001)"
"Q1348275","Muriel's Wedding (Hogan, 1994)"
"Q121788928","Mushrooms (1995)"
"Q127600107","My Blessings (1997)"
"Q111988443","My First Summer (Found, 2020)"
"Q17558064","My Mistress (Lance, 2014)"
"Q6946075","My Mother Frank (Lamprell, 2000)"
"Q6946494","My Tehran for Sale (Moussavi, 2009)"
"Q6946660","My Year Without Sex (Watt, 2009)"
"Q15039743","Mystery Road (Sen, 2013)"
"Q3018979","Napoleon (Andreacchio, 1996)"
"Q6985914","Ned (Forsythe, 2003)"
"Q391542","Ned Kelly (Jordan, 2003)"
"Q6986572","Needle (Soto, 2010)"
"Q85788377","Never Too Late (2020)"
"Q2565495","Newcastle (Castle, 2008)"
"Q4327809","The Night We Called It a Day (Goldman, 2003)"
"Q29262902","The Nightingale (Kent, 2018)"
"Q521188","$9.99 (Rosenthal, 2008)"
"Q7040133","Nirvana Street Murder (Vellis, 1990)"
"Q7045189","No Worries (Elfick, 1994)"
"Q132636568","Nocturnal (1994)"
"Q12126635","Noise (Saville, 2007)"
"Q7754411","The Nostradamus Kid (Ellis, 1992)"
"Q12126653","Not Suitable for Children (Templeman, 2012)"
"Q132636570","The Nothing Men (2010)"
"Q30321633","Now Add Honey (Hope, 2015)"
"Q3489980","The Nugget (Bennett, 2002)"
"Q7754500","The Nun and the Bandit (Cox, 1992)"
"Q127600836","Observance (2016)"
"Q12126682","Occasional Coarse Language (1998)"
"Q104879905","Occupation: Rainfall (Sparke, 2020)"
"Q21095400","Oddball (McDonald, 2015)"
"Q7754873","The Old Man Who Read Love Stories (Heer, 2001)"
"Q7091069","On My Own (Tibaldi, 1991)"
"Q24807149","One Eyed Girl (ACS, 2013)"
"Q15040679","100 Bloody Acres (Cairnes/Cairnes, 2012)"
"Q127599844","One Less God (2018)"
"Q7093078","One Night the Moon (Perkins, 2001)"
"Q39074570","1% (McCallum, 2017)"
"Q7093117","One Perfect Day (Currie, 2004)"
"Q7094331","Only the Brave (Kokkinos, 1994)"
"Q3227001","Opal Dream (Cattaneo, 2006)"
"Q127600771","Orange Love Story (2005)"
"Q5230733","Oranges and Sunshine (Loach, 2010)"
"Q2033052","Oscar and Lucinda (Armstrong, 1997)"
"Q127543937","Outback (2019)"
"Q3358884","Over the Hill (Miller, 1992)"
"Q3359190","Oyster Farmer (Reeves, 2004)"
"Q27958101","The Pack (Robertson, 2015)"
"Q7755872","The Pact (Hamilton, 2003)"
"Q66305462","Palm Beach (Ward, 2019)"
"Q17020430","Paper Planes (Connolly, 2014)"
"Q2456097","Paperback Hero (Bowman, 1999)"
"Q1970669","Paradise Road (Beresford, 1997)"
"Q19263883","Partisan (Kleiman, 2015)"
"Q7142697","Passion (Duncan, 1999)"
"Q25136492","Pawno (Ireland, 2016)"
"Q3050175","Paws (Zwicky, 1997)"
"Q12126894","Peaches (Monahan, 2004)"
"Q38686109","Penguin Bloom (Ivin, 2020)"
"Q27964337","Peter Rabbit (Gluck, 2018)"
"Q117315","The Piano (Campion, 1993)"
"Q127600410","Pimped (2019)"
"Q127599808","Playing For Charlie (2010)"
"Q4418080","The Plex (Boyle, 2008)"
"Q49907029","Police Rescue (Carson, 1994)"
"Q127600301","Powder Burn (1999)"
"Q12126942","Praise (Curran, 1998)"
"Q17014394","Predestination (Spierig/Spierig, 2014)"
"Q7243324","Prime Mover (Caesar, 2009)"
"Q127600241","Promised (2019)"
"Q3407500","Proof (Moorhouse, 1991)"
"Q180337","The Proposition (Hillcoat, 2005)"
"Q3425650","The Quiet Room (Heer, 1996)"
"Q1544448","Quigley Down Under (Wincer, 1990)"
"Q1142799","Rabbit-Proof Fence (Noyce, 2002)"
"Q7280293","Radiance (Perkins, 1998)"
"Q4316368","The Rage in Placid Lake (McNamara, 2003)"
"Q4178880","The Railway Man (Teplitzky, 2013)"
"Q97355155","Rams (Sims, 2020)"
"Q18166399","Rats and Cats (Rogers, 2007)"
"Q7299693","Razzle Dazzle: A Journey into Dance (Ashton, 2007)"
"Q7759609","The Real Macaw (Andreacchio, 1998)"
"Q3421998","Reckless Kelly (Serious, 1993)"
"Q14921984","The Reckoning (Soto, 2014)"
"Q2135949","Red Dog (Stenders, 2011)"
"Q25437113","Red Dog: True Blue (Stenders, 2016)"
"Q3422730","Red Hill (Hughes, 2010)"
"Q7305447","Redball (Hewitt, 1994)"
"Q18340945","Redd Inc. (Krige, 2012)"
"Q7305893","Redheads (Vendramini, 1992)"
"Q1632707","The Reef (Traucki, 2010)"
"Q127600182","Reflections (1998)"
"Q127600242","Reflections In The Dust (2019)"
"Q87519760","Relic (James, 2020)"
"Q10359846","Resistance (Keays-Byrne, 1992)"
"Q2386658","Restraint (Denneen, 2008)"
"Q7317315","Return to Nim's Island (Maher, 2013)"
"Q70842752","Ride Like a Girl (Griffiths, 2019)"
"Q20649639","Rise (Lindon, 2014)"
"Q7336223","Risk (White, 2001)"
"Q7337831","River Street (Mahood, 1996)"
"Q7339544","Road to Nhill (Brooks, 1997)"
"Q2710763","Road Kill (Francis, 2010)"
"Q127600877","Roadman (2009)"
"Q13016302","The Rocket (Mordaunt, 2013)"
"Q1515931","Rogue (McLean, 2007)"
"Q7761389","The Roly Poly Man (Young, 1994)"
"Q909098","Romper Stomper (Wright, 1992)"
"Q2548513","Romulus, My Father (Roxburgh, 2007)"
"Q7370819","Rough Diamonds (Crombie, 1994)"
"Q5042347","The Rover (Michôd, 2014)"
"Q21646947","Ruben Guthrie (Cowell, 2015)"
"Q7382032","Russian Doll (Kazantzidis, 2001)"
"Q4409438","Sahara (Trenchard-Smith, 1995)"
"Q7405219","Sally Marshall Is Not an Alien (Andreacchio, 1999)"
"Q7406587","Salvation (Cox, 2008)"
"Q2586958","Sample People (Smith, 2000)"
"Q1568425","Samson and Delilah (Thornton, 2009)"
"Q121788941","Sanctuary (Crespigny, 1995)"
"Q580351","Sanctum (Grierson, 2011)"
"Q2715076","The Sapphires (Blair, 2012)"
"Q16219215","Satellite Boy (McKenzie, 2012)"
"Q7428070","Save Your Legs! (Hicklin, 2012)"
"Q7429060","Say a Little Prayer (Lowenstein, 1993)"
"Q27703158","Scare Campaign (Cairnes/Cairnes, 2016)"
"Q115516611","The School (2018)"
"Q28768886","Science Fiction Volume One: The Osiris Child (Abbess, 2016)"
"Q127600847","The Second (2018)"
"Q7444459","Secrets (Pattinson, 1992)"
"Q15039523","Seeing Red (Rouse, 1992)"
"Q7448534","Selkie (Crombie, 2000)"
"Q7451053","Sensitive New-Age Killer (Savage, 2001)"
"Q3478948","September (Carstairs, 2007)"
"Q107068760","Sequin in a Blue Room (Grinsven, 2019)"
"Q127599775","Serenades (2001)"
"Q7458395","Sex Is a Four Letter Word (Fahey, 1995)"
"Q127599930","Shadows Of The Past (2009)"
"Q7494630","Sher Mountain Killings Mystery (Martin, 1990)"
"Q826494","Shine (Hicks, 1996)"
"Q127543379","Dope (2001)"
"Q7502504","Shotgun Wedding (Harmon, 1993)"
"Q2943754","Siam Sunset (Polson, 1999)"
"Q7512687","Signal One (Stewart, 1994)"
"Q7514631","Silent Partner (Tsilimidos, 2001)"
"Q7764269","The Silver Brumby (Tatoulis, 1992)"
"Q1542458","Sirens (Duigan, 1994)"
"Q127600885","6 Plots (2012)"
"Q127543729","Skin Deep (2014)"
"Q57975276","Slam (Sen-Gupta, 2018)"
"Q2294057","Sleeping Beauty (Leigh, 2011)"
"Q127600733","Smoke Between Trees (2021)"
"Q2133240","Snowtown (Kurzel, 2011)"
"Q7553895","Soft Fruit (Andreef, 1999)"
"Q7558421","Solo (O'Neill, 2006)"
"Q1513503","Somersault (Shortland, 2004)"
"Q127600304","Somewhere In The Darkness (1999)"
"Q7560679","Son of a Gun (Avery, 2014)"
"Q7560680","Son of a Lion (Gilmour, 2007)"
"Q7765441","The Sound of One Hand Clapping (Flanagan, 1996)"
"Q7568509","South Solitary (Barrett, 2010)"
"Q7573492","Spank! (Clark, 1999)"
"Q7577049","Spider and Rose (Bennett, 1994)"
"Q26806022","Spin Out (Ferguson/Gracie, 2016)"
"Q4431081","Spotswood (Joffe, 1992)"
"Q13582546","The Square (Edgerton, 2008)"
"Q22075207","StalkHer (Jarratt/Fairfax, 2015)"
"Q7597991","Stan and George's New Life (McKenzie, 1992)"
"Q96406413","Standing Up for Sunny (2019)"
"Q123740717","A Stitch in Time (2022)"
"Q7618883","Stone Bros. (Frankland, 2009)"
"Q7619903","Storage (Craft, 2009)"
"Q48672814","Storm Boy (Seet, 2019)"
"Q601100","Strange Bedfellows (Murphy, 2004)"
"Q109917956","Strange Colours (2018)"
"Q3488146","Strange Fits of Passion (McCredie, 1999)"
"Q1282904","Strange Planet (Croghan, 1999)"
"Q104903195","The Stranger (Wright, 2022)"
"Q16199403","Strangerland (Farrant, 2015)"
"Q7621579","Strangers (Lahiff, 1991)"
"Q106606563","Streamline (2021)"
"Q1346439","Strictly Ballroom (Luhrmann, 1992)"
"Q3500604","Struck by Lightning (Domaradzki, 1990)"
"Q12128471","Subdivision (Brooks, 2009)"
"Q2579375","Suburban Mayhem (Goldman, 2006)"
"Q110269018","Suburban Wildlife (2019)"
"Q122839446","Sucker (2015)"
"Q7767193","The Sugar Factory (Carter, 1999)"
"Q1518910","The Sum of Us (Dowling, 1994)"
"Q127599809","Summer Coda (Gray, 2010)"
"Q117348347","A Sunburnt Christmas (2020)"
"Q123669717","Surviving Georgia (2011)"
"Q35144519","Sweet Country (Thornton, 2017)"
"Q127600729","Sweet River (2020)"
"Q7655538","Sweet Talker (Jenkins, 1991)"
"Q15039544","Sweethearts (Talbot, 1990)"
"Q7655916","Swerve (Lahiff, 2011)"
"Q28797344","Swinging Safari (Elliott, 2018)"
"Q7677566","nan (Gracie, 2003)"
"Q7679625","Talk (Lambert, 1994)"
"Q21428148","Tanna (Butler/Dean, 2015)"
"Q132048423","The Taverna (2019)"
"Q7694561","Teesh and Trude (Rodriga, 2002)"
"Q127543312","Tempting A Married Man (1992)"
"Q169087","Ten Canoes (Heer, 2006)"
"Q7699189","Ten Empty (Hayes, 2008)"
"Q4546916","10 Terrorists (McLachlan, 2012)"
"Q7768424","The Tender Hook (Ogilvie, 2008)"
"Q7703117","Terra Nova (Middleditch, 1998)"
"Q3522287","Thank God He Met Lizzie (Nowlan, 1997)"
"Q56744258","That Eye, the Sky (Ruane, 1994)"
"Q28429752","That's Not Me (Erdstein, 2017)"
"Q17056664","These Final Hours (Hilditch, 2013)"
"Q7785141","Thirst (Carter, 2012)"
"Q4635211","33 Postcards (Chan, 2011)"
"Q12129249","This Won't Hurt a Bit (Kennedy, 1993)"
"Q7797343","Three Blind Mice (Newton, 2008)"
"Q7797456","Three Dollars (Connolly, 2005)"
"Q34411664","Three Summers (Elton, 2017)"
"Q505053","Thunderstruck (Ashton, 2004)"
"Q7802187","Till Human Voices Wake Us (Petroni, 2002)"
"Q7802205","Till There Was You (Seale, 1990)"
"Q7810947","To Have & to Hold (Hillcoat, 1996)"
"Q7818034","Tom White (Tsilimidos, 2004)"
"Q115993","Tomorrow, When the War Began (Beattie, 2010)"
"Q7824128","Toomelah (Sen, 2011)"
"Q61740832","Top End Wedding (Blair, 2019)"
"Q110940206","Dawn (2014)"
"Q20076479","Touch Me (Cox, 1993)"
"Q3523062","The Tracker (Heer, 2002)"
"Q7831579","Tracks (Curran, 2013)"
"Q7835668","Traps (Chan, 1994)"
"Q7836076","Travelling Light (Millard, 2003)"
"Q1323303","The Tree (Bertuccelli, 2010)"
"Q56274013","True History of the Kelly Gang (Kurzel, 2019)"
"Q7847467","True Love and Chaos (Kazantzidis, 1996)"
"Q127543651","The Tumbler (2010)"
"Q3015204","The Tunnel (Ledesma, 2011)"
"Q7853299","Tunnel Vision (Fleury, 1995)"
"Q7770748","The Turning (Wasikowska/Ayres/Lucas/Wenham/Thornton/McCarthy/Meadows/Kurzel/Connolly/Gladwell/Stone/Page/Lifschitz/Heide/Clerc/Graham/Page/Walsh/Blanchett, 2013)"
"Q97332807","Turning April (Bennett, 1995)"
"Q7856378","Turtle Beach (Wallace, 1992)"
"Q99751860","2067 (Larney, 2020)"
"Q7858279","Twin Rivers (Holmes, 2007)"
"Q7858956","Two Fists, One Heart (Seet, 2008)"
"Q2699724","Two Hands (Jordan, 1999)"
"Q106819280","Two Heads Creek (O'Brien, 2019)"
"Q221992","2:37 (Thalluri, 2006)"
"Q4633009","2:22 (Currie, 2017)"
"Q1810314","Undead (Spierig/Spierig, 2003)"
"Q127600934","Under A Red Moon (2009)"
"Q127599938","Suite For Fleur (2012)"
"Q7883338","Under the Lighthouse Dancing (Rattigan, 1997)"
"Q7883370","Under the Radar (Clarry, 2004)"
"Q117790071","Undertow (2018)"
"Q7884348","Unfinished Sky (Duncan, 2007)"
"Q19880155","UNindian (Sharma, 2015)"
"Q127600737","Unsound (2021)"
"Q571053","Until the End of the World (Wenders, 1991)"
"Q30611788","Upgrade (Whannell, 2018)"
"Q7907878","Vacant Possession (Nash, 1995)"
"Q24154","Van Diemen's Land (Heide, 2009)"
"Q127599795","Verite (2007)"
"Q86756922","The Very Excellent Mr. Dundee (Murphy, 2020)"
"Q17030791","Video Fool for Love (Gibson, 1996)"
"Q115516820","The View from Greenhaven (2008)"
"Q7936343","Visitors (Franklin, 2003)"
"Q7960530","Waiting (McKimmie, 1991)"
"Q7773224","The Waiting City (McCarthy, 2009)"
"Q132636571","Wakey Wakey (2012)"
"Q7962123","Walk the Talk (Barrett, 2001)"
"Q2542475","Walking on Water (Ayres, 2002)"
"Q7773437","The Wannabes (Giannopoulos, 2003)"
"Q127600184","Waste (1998)"
"Q7972859","Wasted on the Young (Lucas, 2010)"
"Q127600159","Watch The Sunset (2017)"
"Q15411503","The Water Diviner (Crowe, 2014)"
"Q122912808","Watermark (Willis, 2003)"
"Q127600212","The Wedding Party (2012)"
"Q7979467","Weekend with Kate (Nicholson, 1990)"
"Q2902017","Welcome to Woop Woop (Elliott, 1997)"
"Q5361998","The Well (Lang, 1997)"
"Q15039829","Wendy Cracked a Walnut (Pattinson, 1990)"
"Q7984203","West (Krige, 2007)"
"Q85815146","West of Sunshine (2017)"
"Q7991170","What I Have Written (Hughes, 1996)"
"Q127600973","What If It Works? (2017)"
"Q109236379","When Pomegranates Howl (Moussavi, 2020)"
"Q1168478","Wide Sargasso Sea (Duigan, 1993)"
"Q127543506","Wil (2006)"
"Q8002650","WillFull (Penfold-Russell, 2002)"
"Q28129017","William Kelly's War (Davis, 2014)"
"Q28968028","Winchester (Spierig/Spierig, 2018)"
"Q15706385","Wish You Were Here (Darcy-Smith, 2011)"
"Q7775405","The Wog Boy (Vellis, 2000)"
"Q1633106","Wolf Creek (McLean, 2005)"
"Q16022015","Wolf Creek 2 (McLean, 2014)"
"Q4660710","A Woman's Tale (Cox, 1991)"
"Q12816822","Wyrmwood (Roache-Turner, 2014)"
"Q2914816","X: Night of Vengeance (Hewitt, 2011)"
"Q8054799","Yolngu Boy (Johnson, 2001)"
"Q8057696","You and Your Stupid Mate (Gracie, 2005)"
"Q127599763","You Can't Push The River (1993)"
"Q4466958","You Can't Stop the Murders (Mir, 2003)"
"Q8073901","Zone 39 (Tatoulis, 1996)"
